"ID","Question","Option1","Option2","Option3","Option4","Option5","Option6","Option7","Option8","Option9"
"1","What is the highest point on the Earth continental crust?","Manaslu","Annapurna","Mount Damavand","Makalu","Mount Fiji","Kangchenjunga","Mount Everest","K2","Lhotse"
"","","Moderately Possitive","Highly Negative","Slightly Negative","Slightly Possitive","Idle","Moderately Negative","Highly Possitive","Idle","Moderately Negative"
"","","","","","","","00:00:00.9632625","","",""
"","","","","00:00:09.2675082","","","","","",""
"","","","","","","00:00:00.0435924","","","",""
"","","","","","","","","00:00:00.1168198","",""
"","","","","","","","","00:00:01.6304644","",""
"","","","","","","","","","00:00:02.8850374",""
"","","","","","","","","","","00:00:01.4454330"
"","","","","","","00:00:02.1499153","","","",""
"","","","","","00:00:03.0346895","","","","",""
"","","","","","","","","00:00:00.2176624","",""
"","","","","","00:00:01.5316878","","","","",""
"","","00:00:01.6438064","","","","","","","",""
"","","","00:00:01.2078262","","","","","","",""
"","","","","00:00:02.9367080","","","","","",""
"","","","00:00:00.9342390","","","","","","",""
"","","","","","","00:00:01.9268525","","","",""
"","","","","","","","00:00:00.4018409","","",""
"","","","","","","","","","00:00:00.0441551",""
"","","","","","","","","00:00:01.5621596","",""
"","","","","","00:00:01.3387543","","","","",""
"","","","","","","","","00:00:01.2762212","",""
"","","","","","00:00:01.4564713","","","","",""
"","","","","","","","","00:00:00.5783471","",""
"2","Which two colors make purple?","Red and Blue","White and Red","Red and Green","Red and Grey","Green and Orange","Orange and White","Blue and Yellow","Grey and Orange","None"
"","","Highly Possitive","Moderately Negative","Moderately Possitive","Idle","Slightly Negative","Slightly Possitive","Moderately Negative","Idle","Highly Negative"
"","","","","","","","","00:00:07.1554670","",""
"","","","","","00:00:00.1062306","","","","",""
"","","00:00:01.1428249","","","","","","","",""
"","","","","","00:00:02.6031680","","","","",""
"","","","","","","00:00:01.2350693","","","",""
"","","","00:00:01.1432767","","","","","","",""
"","","00:00:01.0200713","","","","","","","",""
"3","Which fruits are most commonly used to make wine?","Blackberry","Apples","Lemons","Wheat","Grapes","Potatoes","Oranges","Pear","Strawberries"
"","","Idle","Moderately Negative","Highly Negative","Moderately Possitive","Highly Possitive","Slightly Negative","Idle","Slightly Possitive","Moderately Negative"
"","","00:00:24.5925016","","","","","","","",""
"","","","","","","00:00:00.9925267","","","",""
"4","Which Italian city has a famous leaning tower?","Siena","Pisa","Venice","Florence","Milan","Paris","Rome","Turin","Eiffel"
"","","Moderately Negative","Highly Possitive","Highly Negative","Moderately Possitive","Slightly Negative","Slightly Possitive","Idle","Idle","Moderately Negative"
"","","","","","","00:00:11.2211244","","","",""
"","","","","00:00:00.8055040","","","","","",""
"","","","","","","00:00:00.0237070","","","",""
"","","","","","","00:00:02.8725971","","","",""
"","","","00:00:01.2061013","","","","","","",""
"5","A common currency for the members of the Common Market in Europe is known as:","Krouna","Dollar","Euro","Krone","Pound","Sterling","Franc","Forint","Leu"
"","","Highly Negative","Moderately Negative","Highly Possitive","Moderately Possitive","Slightly Negative","Idle","Idle","Moderately Negative","Slightly Possitive"
"","","","","","","00:00:02.4354838","","","",""
"","","","","00:00:01.0329567","","","","","",""
"6","Where is Palace of Versailles located at?","Mexico","Brazil","Argentina","Italy","France","Peru","Greece","Spain","Chile"
"","","Highly Negative","Moderately Possitive","Idle","Idle","Highly Possitive","Moderately Negative","Slightly Negative","Moderately Negative","Slightly Possitive"
"","","","","00:00:02.1475338","","","","","",""
"","","","","","","00:00:00.0436060","","","",""
"","","","","","00:00:01.9930417","","","","",""
"","","","","","","00:00:01.2446827","","","",""
"","","","","","","","","","00:00:00.1121826",""
"","","","","","","","","","00:00:00.9246897",""
"","","","","","","00:00:00.0620896","","","",""
"","","","00:00:02.0050379","","","","","","",""
"","","","","","","00:00:01.3074336","","","",""
"","","","00:00:01.8240890","","","","","","",""
"","","","","","","00:00:01.5535109","","","",""
"7","What is the common name for sodium chloride?","Pepper","Ketchup","Baking powder","Chocolate","Mustard","Salt","Turmeric","Syrup","Vinegar"
"","","Moderately Possitive","Idle","Moderately Negative","Highly Negative","Slightly Negative","Highly Possitive","Moderately Negative","Idle","Slightly Possitive"
"","","","","","","00:00:07.6448908","","","",""
"","","","","","","","00:00:00.0661553","","",""
"","","","","","","","00:00:00.8069190","","",""
"8","What is the main ingredient of omelette?","Egg","Garlic","Cheese","Onion","Butter","Bacon","Potato","Sausage","Milk"
"","","Highly Possitive","Moderately Negative","Moderately Negative","Highly Negative","Moderately Possitive","Idle","Slightly Possitive","Slightly Negative","Idle"
"","","","","","","","00:00:06.9422924","","",""
"","","","","","","00:00:00.0922823","","","",""
"","","00:00:02.1538115","","","","","","","",""
"","","","00:00:00.8988569","","","","","","",""
"","","","","00:00:00.8726890","","","","","",""
"","","","","","","","00:00:02.2917615","","",""
"","","","","","","00:00:02.1160200","","","",""
"","","00:00:01.1314691","","","","","","","",""
"","","","","","","00:00:02.8449191","","","",""
"","","","","","00:00:00.9313018","","","","",""
"","","","","","","","","00:00:01.9513534","",""
"","","","","","","","","","00:00:01.5750939",""
"","","","","","","","","","","00:00:01.4380775"
"","","","","","","00:00:00.0891691","","","",""
"","","00:00:00.4991310","","","","","","","",""
"9","Who is the King of the Gods in Greek Mythology?","Poseidon","Hera","Dionysus","Ares","Artemis","Apollo","Athena","Zeus","Demeter"
"","","Highly Negative","Slightly Possitive","Idle","Moderately Possitive","Idle","Moderately Negative","Moderately Negative","Highly Possitive","Slightly Negative"
"","","00:00:10.0608890","","","","","","","",""
"","","","","","","00:00:00.0478082","","","",""
"","","","","","","","00:00:01.3389409","","",""
"","","","","00:00:00.8267962","","","","","",""
"","","","","","","","00:00:00.0655727","","",""
"","","","","","","","","","","00:00:01.3202845"
"","","","","","","","","","00:00:01.3522932",""
"","","","","","","00:00:01.1157435","","","",""
"","","","00:00:01.3304986","","","","","","",""
"","","","","","","00:00:00.0823283","","","",""
"","","","","","","","","","00:00:00.1144083",""
"","","","","","","","","","00:00:01.3837520",""
"10","Sports car manufacturer Ferrari are based where?","Montevideo, Uruguay","Madrid, Spain","Malmo, Sweden","Wolfsburg, Germany","Maranello, Italy","Stuttgart, Germany","Boulogne-Billancourt, France","Luxembourg, Luxembourg","Toulouse, France"
"","","Moderately Possitive","Slightly Possitive","Highly Possitive","Idle","Moderately Negative","Slightly Negative","Moderately Negative","Idle","Highly Negative"
"","","","","","","","","","00:00:02.1316948",""
"","","","","","","00:00:00.0262941","","","",""
"","","","","","","","","","00:00:00.0225217",""
"","","","","","","","","","","00:00:01.6190063"
"","","","","","","","","","00:00:02.1395617",""
"","","","","","","","","00:00:01.7560552","",""
"","","","","","00:00:01.4809767","","","","",""
"","","","","","","00:00:01.3082375","","","",""
"","","","","","","","00:00:01.1956710","","",""
"","","","","00:00:01.1213842","","","","","",""
"","","","00:00:01.7670515","","","","","","",""
"","","00:00:01.8642740","","","","","","","",""
"","","","00:00:00.1999389","","","","","","",""
"","","","","00:00:01.3155118","","","","","",""
"11","Who directed the 1983 film ET the Extra-Terrestrial?","Tom Hanks","Quentin Tarantino","Drew Barrymore","James Cameron","Robin Williams","Steven Spielberg","Martin Scorsese","Woody Allen","Stanley Kubrick"
"","","Idle","Moderately Negative","Idle","Slightly Possitive","Highly Negative","Highly Possitive","Slightly Negative","Moderately Negative","Moderately Possitive"
"","","","","00:00:11.7607001","","","","","",""
"","","00:00:01.9534507","","","","","","","",""
"","","","","","00:00:01.8028932","","","","",""
"","","","","","","","","00:00:01.7117495","",""
"","","","","","","","","","00:00:01.4932277",""
"","","","","","","00:00:01.5121678","","","",""
"","","","00:00:01.3754861","","","","","","",""
"","","","","00:00:01.3090421","","","","","",""
"","","","","","","","00:00:01.1129500","","",""
"","","","","","","","","","","00:00:00.1967383"
"","","","","","","","","","","00:00:00.1072261"
"","","","","","","","00:00:00.6997091","","",""
"12","What country is also known as Persia?","Lebanon","Egypt","Poland","India","Iran","Saudi Arabia","Russia","France","China"
"","","Moderately Possitive","Slightly Negative","Slightly Possitive","Idle","Highly Possitive","Idle","Moderately Negative","Highly Negative","Moderately Negative"
"","","","","","","","00:00:02.7807875","","",""
"","","","","","","00:00:01.4283759","","","",""
"13","The disease bronchitis is associated with:","Kidney","Trachea","Forhead Veins","Sinuses","Liver","Brain","Heart","Lungs","Esophagus"
"","","Slightly Possitive","Idle","Moderately Possitive","Moderately Negative","Moderately Negative","Slightly Negative","Idle","Highly Possitive","Highly Negative"
"","","","","","","00:00:10.2629246","","","",""
"","","","","","","","","","00:00:00.0896381",""
"","","","","","","","","","00:00:01.7032441",""
"","","","","","00:00:01.1746178","","","","",""
"","","","","","","","","","00:00:01.2723238",""
"","","","","","","00:00:01.0879167","","","",""
"","","","","","","","","","00:00:00.1249751",""
"","","","","","","","","","","00:00:00.9144510"
"","","","","","","","00:00:01.1578023","","",""
"","","","","","","","","","00:00:00.6049332",""
"14","World War I commenced in:","1963","1922","1953","1899","1940","1880","1958","1914","1901"
"","","Slightly Possitive","Idle","Idle","Moderately Negative","Moderately Possitive","Slightly Negative","Highly Negative","Highly Possitive","Moderately Negative"
"","","","","","","","","","00:00:08.2657114",""
"","","","","","","","00:00:01.8201264","","",""
"","","","","","","00:00:00.0476722","","","",""
"","","","","","00:00:02.1030357","","","","",""
"","","","","","","","","","00:00:01.9179748",""
"","","","","","","00:00:00.9463716","","","",""
"","","","","","","","","","00:00:01.0847790",""
"","","","","","","00:00:01.9144378","","","",""
"","","","","","","","","","00:00:01.4847840",""
"","","","","","","00:00:01.8809807","","","",""
"","","","","","","","","","00:00:01.6574409",""
"15","The small republic of San Marino is completely surrounded by which larger country?","Iceland","India","Iran","Italy","Ireland","Iraq","Israel","Indonesia","Japan"
"","","Moderately Negative","Idle","Moderately Negative","Highly Possitive","Moderately Possitive","Idle","Highly Negative","Slightly Possitive","Slightly Negative"
"","","","","","","","","","00:00:15.7973583",""
"","","","","","","","","","","00:00:00.8913710"
"","","","","","","","00:00:00.9891897","","",""
"","","","","","","00:00:01.5848974","","","",""
"","","","","","00:00:01.3575730","","","","",""
"","","","","","","","","00:00:01.1566663","",""
"","","","","","00:00:01.8677767","","","","",""
"16","What is cherry blossom known as in Japanese?","Samurai","Sakura","Sophora","Sudoku","Sarah","Sumach","Sonora","Sayonara","Sirrah"
"","","Idle","Highly Possitive","Idle","Moderately Negative","Highly Negative","Slightly Negative","Moderately Negative","Slightly Possitive","Moderately Possitive"
"","","","","","00:00:07.0679308","","","","",""
"","","","","","","","","00:00:01.2226881","",""
"","","","","","","","","","00:00:02.3046252",""
"","","","","","","","","","","00:00:01.7516176"
"","","","","","","","00:00:01.4297878","","",""
"","","","","","","00:00:01.1909738","","","",""
"","","","","","00:00:01.4221385","","","","",""
"","","00:00:01.4576305","","","","","","","",""
"","","","00:00:01.5486102","","","","","","",""
"17","The Spanish flag consists of which two colours?","Red and yellow","Blue and yellow","Green and white","Yellow and green","Black and green","Red and Blue","Green and blue","Black and red","White and yellow"
"","","Highly Possitive","Highly Negative","Slightly Possitive","Idle","Moderately Possitive","Slightly Negative","Idle","Moderately Negative","Moderately Negative"
"","","","00:00:06.0275002","","","","","","",""
"","","00:00:01.5813746","","","","","","","",""
"","","","","","00:00:01.1389635","","","","",""
"","","","00:00:01.0342890","","","","","","",""
"","","","","","","00:00:00.9051662","","","",""
"","","","","","","","00:00:00.9349069","","",""
"","","","","00:00:00.6561350","","","","","",""
"","","","","","","","00:00:00.0430660","","",""
"","","","","","","","","","","00:00:00.0613985"
"","","","","","","","","","","00:00:00.1973060"
"","","","","","","","","","00:00:00.0236376",""
"","","","","","00:00:00.0477707","","","","",""
"","","00:00:00.9546270","","","","","","","",""
"18","For what occupation was Jesus trained?","Jagger","Carpenter","Haymonger","Hind","Butcher","Holster","Teacher","Chandler","Lumberjack"
"","","Slightly Possitive","Highly Possitive","Moderately Negative","Idle","Highly Negative","Idle","Moderately Possitive","Slightly Negative","Moderately Negative"
"","","00:00:09.2867464","","","","","","","",""
"","","","","","","00:00:01.0057879","","","",""
"","","","","","00:00:01.1154205","","","","",""
"","","","","","","","","00:00:01.6701964","",""
"","","","","","","","","","00:00:01.0155484",""
"","","","","","","","","","","00:00:00.8291885"
"","","","","","","","00:00:00.0405450","","",""
"","","","","00:00:00.8617164","","","","","",""
"","","","00:00:03.0207372","","","","","","",""
"19","What is the capital of the Taiwan?","Lhasa","Taipei","Dhaka","Bangkok","Jakarta","Kuala Lumpur","Kathmandu","Manila","Hanoi"
"","","Highly Negative","Highly Possitive","Moderately Negative","Slightly Possitive","Idle","Idle","Moderately Possitive","Moderately Negative","Slightly Negative"
"","","","00:00:02.4719101","","","","","","",""
"","","","","","","00:00:05.5868834","","","",""
"","","00:00:01.0231046","","","","","","","",""
"","","","00:00:02.3428260","","","","","","",""
"","","","","00:00:01.6172185","","","","","",""
"","","","00:00:01.5889116","","","","","","",""
"20","In which country will you find Machu Picchu?","Uraguay","Paraguay","Mexico","Chile","Argentina","Ecuador","Peru","Colombia","Brazil"
"","","Idle","Moderately Negative","Moderately Possitive","Highly Negative","Idle","Slightly Negative","Highly Possitive","Moderately Negative","Slightly Possitive"
"","","","00:00:06.7283784","","","","","","",""
"","","","","00:00:01.6642918","","","","","",""
"","","","00:00:01.0396713","","","","","","",""
"","","","","","","","00:00:01.1505252","","",""
"","","","","","","00:00:01.2019719","","","",""
"","","00:00:00.7272023","","","","","","","",""
"","","","","","00:00:00.7056395","","","","",""
"","","","","","","","","00:00:01.5706743","",""
"21","Which tree grows from an acorn?","Birch","Hawthorn","Pine","Maple","Ash","Oak","Elm","Larch","Lime"
"","","Moderately Negative","Moderately Negative","Highly Negative","Idle","Idle","Highly Possitive","Slightly Possitive","Moderately Possitive","Slightly Negative"
"","","","","","00:00:07.0082416","","","","",""
"","","","00:00:01.0198334","","","","","","",""
"","","","","00:00:01.2676572","","","","","",""
"","","","","","","","00:00:01.1771210","","",""
"","","","","","","00:00:01.1288010","","","",""
