"ID","Question","Option1","Option2","Option3","Option4","Option5","Option6","Option7","Option8","Option9"
"1","Who was the most famous escape artist of the 20th century?","Harry Belafonte","Harry Kellar","Harry Houdini","Harry Blackstone Sr.","Harry Potter","Harry Lorayne","Harry August Jansen","Harry Anderson","Harry Chapin"
"","","Moderately Negative","Highly Negative","Highly Possitive","Idle","Moderately Possitive","Slightly Possitive","Slightly Negative","Idle","Moderately Negative"
"","","","","00:00:08.5141937","","","","","",""
"","","","","00:00:02.0492163","","","","","",""
"","","","00:00:00.0205280","","","","","","",""
"","","","","","","00:00:00.1089562","","","",""
"","","","00:00:01.0031357","","","","","","",""
"","","00:00:01.3283705","","","","","","","",""
"","","","","","00:00:01.3830758","","","","",""
"","","","","","","00:00:01.2251430","","","",""
"","","","","","","","00:00:00.7282179","","",""
"","","","","","","","","","","00:00:00.0192929"
"","","","","","","","","","","00:00:01.0513653"
"","","","","","","","","","00:00:00.6507216",""
"","","","","","","","","00:00:00.0210281","",""
"","","","","","","","","00:00:00.8748347","",""
"","","","","","","","","","00:00:00.0443637",""
"","","","","","","00:00:00.2816988","","","",""
"","","","","00:00:00.9067201","","","","","",""
"2","What was the painter Picasso first name?","Paco","Pierre","Pablo","Pedro","Paavo","Padarn","Paolo","Apollo","Peter"
"","","Idle","Moderately Possitive","Highly Possitive","Highly Negative","Slightly Possitive","Idle","Slightly Negative","Moderately Negative","Moderately Negative"
"","","","","00:00:09.1994919","","","","","",""
"","","","","00:00:02.1481567","","","","","",""
"","","","","","","","00:00:00.5915208","","",""
"","","","","","","","","","","00:00:00.8095922"
"","","","","","","","00:00:00.9104325","","",""
"","","","","","","00:00:02.0507168","","","",""
"","","","","","","","","","00:00:00.7610796",""
"","","","","","","00:00:01.3023177","","","",""
"","","","","","00:00:02.3590941","","","","",""
"","","","","","","","","00:00:01.1545915","",""
"","","","","","00:00:00.0220553","","","","",""
"","","00:00:01.3738483","","","","","","","",""
"","","","00:00:00.0248404","","","","","","",""
"","","","","00:00:00.8673914","","","","","",""
"3","Which one of these is not a zodiac sign?","Pegasus","Gemini","Pisces","Scorpio","Libra","Taurus","Aquarius","Cancer","Leo"
"","","Highly Possitive","Slightly Negative","Moderately Possitive","Moderately Negative","Highly Negative","Slightly Possitive","Idle","Moderately Negative","Idle"
"","","","","00:00:06.7685168","","","","","",""
"","","","","00:00:01.2427390","","","","","",""
"","","","00:00:02.0237350","","","","","","",""
"","","00:00:01.5911557","","","","","","","",""
"","","","","","00:00:00.9398100","","","","",""
"","","","","","","00:00:01.6200314","","","",""
"","","","","","","","00:00:00.0208904","","",""
"","","","","","","","00:00:00.7710264","","",""
"","","","","","","","","","","00:00:00.7017072"
"","","","","","","","","","00:00:00.7779789",""
"","","","","","","","","00:00:00.7727378","",""
"","","","","","00:00:00.0264233","","","","",""
"","","00:00:00.8827186","","","","","","","",""
"4","Who wrote Oliver Twist?","James Joyce","Charles Dickens","Fyodor Dostoyevsky","Anton Chekhov","Leo Tolstoy","Vladimir Nabokov","Shel Silverstein","Tomie dePaola","Boris Pasternak"
"","","Slightly Possitive","Highly Possitive","Moderately Negative","Moderately Negative","Idle","Slightly Negative","Highly Negative","Idle","Moderately Possitive"
"","","00:00:04.0105852","","","","","","","",""
"","","","","","00:00:00.2020389","","","","",""
"","","00:00:01.6484991","","","","","","","",""
"","","","","","00:00:00.1550155","","","","",""
"","","00:00:00.3477889","","","","","","","",""
"","","","00:00:01.9242487","","","","","","",""
"5","What is the capital of the Thailand?","Jakarta","Hanoi","Kathmandu","Manila","Kuala Lumpur","Lhasa","Taipei","Bangkok","Dhaka"
"","","Highly Negative","Idle","Moderately Negative","Slightly Negative","Moderately Negative","Slightly Possitive","Moderately Possitive","Highly Possitive","Idle"
"","","","00:00:08.4171165","","","","","","",""
"","","","","00:00:01.3219236","","","","","",""
"","","","00:00:00.1109919","","","","","","",""
"","","","","","","00:00:00.1369029","","","",""
"","","","","","","","","","00:00:07.0366642",""
"6","From which country does pizza originate?","England","Mexico","Scotland","Belgium","Germany","France","Switzerland","Italy","Finland"
"","","Highly Negative","Idle","Moderately Negative","Moderately Negative","Slightly Negative","Moderately Possitive","Idle","Highly Possitive","Slightly Possitive"
"","","","","","","","","","00:00:06.7604020",""
"","","","","","","","","","00:00:01.7827689",""
