"ID","Question","Option1","Option2","Option3","Option4","Option5","Option6","Option7","Option8","Option9"
"1","What is the highest point on the Earth continental crust?","Makalu","K2","Annapurna","Mount Fiji","Mount Everest","Lhotse","Manaslu","Mount Damavand","Kangchenjunga"
"","","Moderately Negative","Idle","Moderately Possitive","Idle","Highly Possitive","Highly Negative","Slightly Possitive","Moderately Negative","Slightly Negative"
"","","","","00:00:00.4444474","","","","","",""
"","","","00:00:00.7686457","","","","","","",""
"","","","","","","00:00:02.2842087","","","",""
"","","","","","","","00:00:01.0028227","","",""
"","","","","","","","00:00:00.0221236","","",""
"","","","","","","","","","","00:00:01.4624289"
"","","","","","","","","","00:00:00.0873934",""
"","","","","","","","","","00:00:01.0748440",""
"","","","","","","","","00:00:01.3689198","",""
"","","","","","00:00:00.8309218","","","","",""
"","","00:00:00.9295934","","","","","","","",""
"","","","","","","00:00:00.3831441","","","",""
"2","Which two colors make purple?","Grey and Orange","Orange and White","Green and Orange","Red and Blue","Red and Green","White and Red","Red and Grey","Blue and Yellow","None"
"","","Moderately Possitive","Moderately Negative","Idle","Highly Possitive","Slightly Negative","Idle","Slightly Possitive","Highly Negative","Moderately Negative"
"","","","","","00:00:12.1572045","","","","",""
"3","Which fruits are most commonly used to make wine?","Apples","Oranges","Lemons","Pear","Wheat","Potatoes","Blackberry","Strawberries","Grapes"
"","","Moderately Possitive","Moderately Negative","Slightly Negative","Slightly Possitive","Idle","Highly Negative","Idle","Moderately Negative","Highly Possitive"
"","","","","","00:00:10.0520958","","","","",""
"","","","","","00:00:01.8719471","","","","",""
"","","00:00:01.4195358","","","","","","","",""
"","","","","","","","","00:00:00.7966774","",""
"","","","","","","","","","00:00:00.9971840",""
"","","","","","","","00:00:00.0475532","","",""
"","","","","00:00:01.3965991","","","","","",""
"","","","","","","","00:00:01.0571117","","",""
"","","","","","","","","","","00:00:02.6361557"
"4","Which Italian city has a famous leaning tower?","Milan","Rome","Florence","Siena","Eiffel","Paris","Venice","Pisa","Turin"
"","","Idle","Slightly Possitive","Idle","Highly Possitive","Moderately Negative","Highly Negative","Slightly Negative","Moderately Possitive","Moderately Negative"
"","","","","","","","","","","00:00:06.5577391"
"","","","","","","","00:00:01.5301588","","",""
"","","","","","","00:00:01.0855101","","","",""
"","","","","","","","","","00:00:02.6299462",""
"5","A common currency for the members of the Common Market in Europe is known as:","Sterling","Krouna","Dollar","Euro","Franc","Krone","Leu","Forint","Pound"
"","","Slightly Possitive","Moderately Possitive","Idle","Highly Possitive","Idle","Moderately Negative","Moderately Negative","Slightly Negative","Highly Negative"
"","","","","","","","","","00:00:02.4444426",""
"","","","","","","","","","00:00:00.0917409",""
"","","","","","","","","","","00:00:00.9493267"
"","","","","","","","","","00:00:00.1954738",""
"","","","","","00:00:01.0835044","","","","",""
"","","00:00:00.8399173","","","","","","","",""
"","","","00:00:01.3907351","","","","","","",""
"","","","","","00:00:01.2303905","","","","",""
"6","Where is Palace of Versailles located at?","France","Italy","Chile","Greece","Brazil","Argentina","Peru","Mexico","Spain"
"","","Highly Possitive","Highly Negative","Moderately Negative","Idle","Slightly Negative","Slightly Possitive","Moderately Possitive","Idle","Moderately Negative"
"","","","","","00:00:03.2333768","","","","",""
"","","","00:00:01.0966259","","","","","","",""
"","","00:00:01.3192243","","","","","","","",""
"","","","","","","","","","00:00:00.1828904",""
"","","","","","","","","","","00:00:01.2906509"
"","","","","","","","","","00:00:01.2508617",""
"","","","","","","00:00:01.0239670","","","",""
"","","","","","","","00:00:01.3186347","","",""
"","","","","","","00:00:00.1820199","","","",""
"","","","","","00:00:00.7943054","","","","",""
"","","","","","","","","00:00:01.4371976","",""
"","","","","","","00:00:00.0670036","","","",""
"","","","00:00:00.9795978","","","","","","",""
"","","","","00:00:00.8479197","","","","","",""
"","","","00:00:00.1125499","","","","","","",""
"","","00:00:00.4895512","","","","","","","",""
"7","What is the common name for sodium chloride?","Mustard","Baking powder","Pepper","Vinegar","Syrup","Chocolate","Ketchup","Turmeric","Salt"
"","","Moderately Negative","Slightly Negative","Idle","Moderately Possitive","Moderately Negative","Highly Negative","Slightly Possitive","Idle","Highly Possitive"
"","","00:00:02.5812350","","","","","","","",""
"","","","","00:00:00.0666159","","","","","",""
