"ID","Question","Option1","Option2","Option3","Option4","Option5","Option6","Option7","Option8","Option9"
"1","Who was the most famous escape artist of the 20th century?","Harry Houdini","Harry Potter","Harry Anderson","Harry Blackstone Sr.","Harry August Jansen","Harry Lorayne","Harry Chapin","Harry Kellar","Harry Belafonte"
"","","Moderately Negative","Slightly Possitive","Moderately Negative","Idle","Highly Possitive","Moderately Possitive","Slightly Negative","Idle","Highly Negative"
"","","","","00:00:00.0879205","","","","","",""
"","","","","","","","00:00:00.0213116","","",""
"","","","","00:00:00.0437410","","","","","",""
"","","","","00:00:00.0471520","","","","","",""
"","","","","00:00:00.9914947","","","","","",""
"","","","00:00:00.9878782","","","","","","",""
"","","00:00:01.1583369","","","","","","","",""
"","","","","","00:00:01.1170904","","","","",""
"","","","","","","","","00:00:01.1954394","",""
"","","","","","","","","","00:00:01.2618488",""
"","","","","","","00:00:00.9524397","","","",""
"","","","","","","","00:00:01.6073006","","",""
"","","","","","","","","","","00:00:00.9608399"
"","","","","","","00:00:00.5603830","","","",""
"2","What was the painter Picasso first name?","Pablo","Paco","Apollo","Paolo","Pedro","Pierre","Peter","Paavo","Padarn"
"","","Moderately Possitive","Highly Possitive","Slightly Possitive","Moderately Negative","Moderately Negative","Slightly Negative","Idle","Idle","Highly Negative"
"","","","","","","00:00:04.0798229","","","",""
"","","00:00:01.8020105","","","","","","","",""
"","","","00:00:01.1925766","","","","","","",""
"","","","","00:00:01.0017364","","","","","",""
"","","","","","","","00:00:01.0858873","","",""
"","","","","","","00:00:01.3099917","","","",""
"","","","","","00:00:01.4870782","","","","",""
"","","","","","","","","00:00:01.3321501","",""
"","","","","","","","","","00:00:01.4141435",""
"","","","","","","","","","","00:00:00.9148168"
"","","","","","","","00:00:00.0231250","","",""
"","","","00:00:00.1160225","","","","","","",""
"","","","00:00:01.2012360","","","","","","",""
"3","Which one of these is not a zodiac sign?","Libra","Gemini","Aquarius","Pegasus","Taurus","Cancer","Scorpio","Leo","Pisces"
"","","Moderately Possitive","Idle","Moderately Negative","Moderately Negative","Slightly Possitive","Idle","Highly Negative","Slightly Negative","Highly Possitive"
"","","","00:00:06.2904173","","","","","","",""
"","","","","","","00:00:00.0218144","","","",""
"","","","","","00:00:02.0118697","","","","",""
"","","00:00:01.0253323","","","","","","","",""
"","","","00:00:01.1129716","","","","","","",""
"","","","","00:00:01.2026831","","","","","",""
"","","","","","","","00:00:00.9938641","","",""
"","","","","","","00:00:02.5731980","","","",""
"","","","","","","","","","","00:00:01.0284850"
"","","","","","","","","","00:00:01.1807062",""
"","","","","","","","","00:00:01.5148947","",""
"","","","","","00:00:01.4885246","","","","",""
"4","Who wrote Oliver Twist?","Charles Dickens","Boris Pasternak","Anton Chekhov","Leo Tolstoy","Tomie dePaola","Shel Silverstein","James Joyce","Fyodor Dostoyevsky","Vladimir Nabokov"
"","","Highly Possitive","Moderately Negative","Moderately Negative","Idle","Highly Negative","Idle","Slightly Possitive","Slightly Negative","Moderately Possitive"
"","","","","","00:00:05.4334895","","","","",""
"","","00:00:00.8150413","","","","","","","",""
