"ID","Question","Option1","Option2","Option3","Option4","Option5","Option6","Option7","Option8","Option9"
"1","Who was the most famous escape artist of the 20th century?","Harry Houdini","Harry Potter","Harry Chapin","Harry Anderson","Harry Belafonte","Harry Blackstone Sr.","Harry August Jansen","Harry Lorayne","Harry Kellar"
"","","Highly Possitive","Slightly Negative","Moderately Possitive","Moderately Negative","Idle","Slightly Possitive","Highly Negative","Idle","Moderately Negative"
"","","","00:00:01.1965946","","","","","","",""
"","","00:00:00.0687741","","","","","","","",""
"","","00:00:00.1176029","","","","","","","",""
"","","","","","00:00:00.0682763","","","","",""
"","","","","","","","","00:00:00.0231193","",""
"","","","","","","","","","00:00:00.0223504",""
"","","","","","","","","","00:00:00.0458282",""
"","","","","00:00:00.8283328","","","","","",""
"","","","00:00:00.2278320","","","","","","",""
"","","","","00:00:00.3356666","","","","","",""
"2","What was the painter Picasso first name?","Pierre","Padarn","Peter","Paolo","Apollo","Paavo","Pablo","Paco","Pedro"
"","","Idle","Moderately Negative","Moderately Possitive","Idle","Moderately Negative","Slightly Possitive","Highly Possitive","Slightly Negative","Highly Negative"
"","","","","00:00:02.6100608","","","","","",""
"","","","","","","","00:00:00.3592898","","",""
"","","","","00:00:00.8773664","","","","","",""
"","","","","","","","00:00:01.0154300","","",""
"","","","","","","00:00:00.6755851","","","",""
"","","","00:00:00.6570128","","","","","","",""
"","","00:00:00.4861492","","","","","","","",""
"","","","","","00:00:01.3925154","","","","",""
"","","","","","","","","00:00:01.2179011","",""
"3","Which one of these is not a zodiac sign?","Cancer","Pisces","Scorpio","Pegasus","Aquarius","Libra","Leo","Taurus","Gemini"
"","","Moderately Negative","Moderately Possitive","Idle","Highly Possitive","Idle","Moderately Negative","Slightly Negative","Slightly Possitive","Highly Negative"
"","","","","","","00:00:02.8415513","","","",""
"","","","","","","","","00:00:00.8105617","",""
"","","","","","00:00:01.0970739","","","","",""
"4","Who wrote Oliver Twist?","Charles Dickens","Leo Tolstoy","Anton Chekhov","Shel Silverstein","Vladimir Nabokov","Tomie dePaola","Boris Pasternak","James Joyce","Fyodor Dostoyevsky"
"","","Idle","Slightly Negative","Moderately Negative","Moderately Negative","Moderately Possitive","Highly Negative","Highly Possitive","Slightly Possitive","Idle"
"","","","","","00:00:03.6274877","","","","",""
"","","00:00:01.1098178","","","","","","","",""
"","","","","","00:00:00.7976746","","","","",""
"","","00:00:01.0104476","","","","","","","",""
"","","","00:00:01.1571708","","","","","","",""
"","","","","00:00:00.0220389","","","","","",""
"","","","","00:00:00.9252017","","","","","",""
"","","","","","","","00:00:00.9262960","","",""
"","","","","","","00:00:01.0616642","","","",""
"","","","","","","","","","00:00:00.8699285",""
"","","","","","","","","","","00:00:00.8267261"
"","","","","","","","","","00:00:00.0417689",""
"","","","","","","00:00:00.0488987","","","",""
"","","","","","","00:00:00.7882354","","","",""
"","","","","","","","","00:00:00.9802867","",""
"5","What is the capital of the Thailand?","Dhaka","Jakarta","Kuala Lumpur","Kathmandu","Taipei","Bangkok","Hanoi","Lhasa","Manila"
"","","Idle","Moderately Negative","Moderately Possitive","Slightly Possitive","Moderately Negative","Highly Possitive","Slightly Negative","Highly Negative","Idle"
"","","","","","","00:00:02.2735463","","","",""
"","","","","","","00:00:00.0440179","","","",""
"","","","","","00:00:00.0221978","","","","",""
"","","00:00:01.3954886","","","","","","","",""
"","","","00:00:01.3501732","","","","","","",""
"","","","","00:00:00.7780732","","","","","",""
"","","","","","","","00:00:00.8559612","","",""
"6","From which country does pizza originate?","Mexico","Germany","England","Scotland","Switzerland","Finland","Italy","France","Belgium"
"","","Moderately Negative","Idle","Highly Negative","Highly Possitive","Moderately Possitive","Slightly Negative","Moderately Negative","Slightly Possitive","Idle"
