"ID","Question","Option1","Option2","Option3","Option4","Option5","Option6","Option7","Option8","Option9"
"1","What is the highest point on the Earth continental crust?","Kangchenjunga","Mount Fiji","Mount Everest","Makalu","Mount Damavand","Manaslu","K2","Annapurna","Lhotse"
"","","Slightly Possitive","Moderately Negative","Highly Possitive","Moderately Negative","Moderately Possitive","Highly Negative","Idle","Slightly Negative","Idle"
"","","00:00:02.9636489","","","","","","","",""
"","","","","00:00:02.2596700","","","","","",""
"","","","","00:00:00.9728466","","","","","",""
"","","","00:00:00.8160994","","","","","","",""
"","","00:00:01.3695208","","","","","","","",""
"","","","","","00:00:00.9561131","","","","",""
"","","","","","","00:00:02.0675714","","","",""
"","","","","","","","00:00:00.8297335","","",""
"","","","","","","","","","","00:00:01.3069594"
"","","","","","","","","","","00:00:00.8773294"
"","","","","","","","","","00:00:01.3104283",""
"","","","","","","","","00:00:00.9299055","",""
"","","","","","","","","00:00:00.1210791","",""
"","","","","","","00:00:01.7734090","","","",""
"","","","00:00:01.1381889","","","","","","",""
"","","","","00:00:01.2006909","","","","","",""
"2","Which two colors make purple?","Grey and Orange","Green and Orange","Red and Green","None","Blue and Yellow","Red and Blue","Orange and White","White and Red","Red and Grey"
"","","Slightly Negative","Slightly Possitive","Moderately Possitive","Highly Negative","Idle","Highly Possitive","Moderately Negative","Moderately Negative","Idle"
"","","","","00:00:04.3923613","","","","","",""
"","","00:00:01.1137918","","","","","","","",""
"","","","","","00:00:01.7493702","","","","",""
"","","","","","","","","00:00:00.9521565","",""
"","","","","","","","","","00:00:00.8716799",""
"","","","","","","","","","","00:00:01.3608688"
"","","","","","","","00:00:01.8061876","","",""
"","","","","00:00:01.6883797","","","","","",""
"","","","","","","00:00:00.9766629","","","",""
"","","","","","","","","","00:00:00.8200617",""
"","","","","","","","","","","00:00:00.7630923"
"","","","","","","","00:00:00.9298533","","",""
"","","","","00:00:00.7399204","","","","","",""
"","","","00:00:00.9855200","","","","","","",""
"","","","","","","","00:00:01.5619847","","",""
"3","Which fruits are most commonly used to make wine?","Lemons","Wheat","Apples","Grapes","Strawberries","Pear","Potatoes","Blackberry","Oranges"
"","","Slightly Possitive","Idle","Slightly Negative","Highly Possitive","Moderately Negative","Highly Negative","Idle","Moderately Possitive","Moderately Negative"
"","","","","","","","00:00:03.6955858","","",""
"","","","00:00:00.2896004","","","","","","",""
"","","","","","","00:00:00.6224948","","","",""
"","","","","","00:00:00.9179931","","","","",""
"","","","","","","00:00:00.4668747","","","",""
"","","","","","","","00:00:00.2762625","","",""
"","","","","00:00:00.2286531","","","","","",""
"","","","00:00:00.1961294","","","","","","",""
"","","00:00:00.1805693","","","","","","","",""
"","","","","","00:00:00.0463757","","","","",""
"","","","","","","","","00:00:00.5420495","",""
"","","","","","00:00:00.6802249","","","","",""
"4","Which Italian city has a famous leaning tower?","Milan","Eiffel","Florence","Pisa","Paris","Siena","Venice","Rome","Turin"
"","","Slightly Possitive","Moderately Negative","Highly Negative","Slightly Negative","Moderately Possitive","Highly Possitive","Idle","Moderately Negative","Idle"
"","","","","","00:00:03.9485909","","","","",""
"","","","","","","00:00:00.3811193","","","",""
"","","","","","00:00:01.6998201","","","","",""
"5","A common currency for the members of the Common Market in Europe is known as:","Leu","Pound","Sterling","Krouna","Euro","Dollar","Krone","Franc","Forint"
"","","Slightly Possitive","Highly Negative","Moderately Negative","Slightly Negative","Highly Possitive","Idle","Moderately Possitive","Idle","Moderately Negative"
"","","","","","00:00:04.9054308","","","","",""
"","","00:00:00.1156089","","","","","","","",""
"","","","","","00:00:00.1382977","","","","",""
"","","","","","","00:00:00.6917594","","","",""
"","","","","","00:00:00.2731978","","","","",""
"","","00:00:00.1779859","","","","","","","",""
"","","","00:00:00.2549412","","","","","","",""
"","","","","00:00:00.2079489","","","","","",""
"","","","","","","","00:00:00.3116038","","",""
"","","","","","","","","","","00:00:00.1589141"
"","","","","","","","","","00:00:00.0474039",""
"","","","","","","","","00:00:00.2459049","",""
"","","","","","","00:00:00.0239817","","","",""
