"ID","Question","Option1","Option2","Option3","Option4","Option5","Option6","Option7","Option8","Option9"
"1","What is the highest point on the Earth continental crust?","Makalu","Annapurna","Mount Fiji","Mount Everest","Kangchenjunga","Manaslu","Lhotse","K2","Mount Damavand"
"","","Slightly Possitive","Slightly Negative","Idle","Highly Possitive","Idle","Moderately Negative","Moderately Negative","Moderately Possitive","Highly Negative"
"","","","","00:00:00.3189400","","","","","",""
"","","00:00:03.1014966","","","","","","","",""
"","","","00:00:01.4518309","","","","","","",""
"","","","","00:00:03.2240662","","","","","",""
"","","","","","","","00:00:02.8332770","","",""
"","","","","","","00:00:01.6267708","","","",""
"","","","","","00:00:02.2238685","","","","",""
"","","","","","","","","00:00:02.3775629","",""
"","","","","","","","","","00:00:02.5754316",""
"","","","","","","","","","","00:00:02.2157546"
"","","","","","","","","","00:00:02.2349546",""
"","","","","","00:00:02.4618851","","","","",""
"","","","","","","","","00:00:00.0452348","",""
"","","","","","","","","","00:00:07.0076969",""
"","","","","","00:00:04.4631041","","","","",""
"2","Which two colors make purple?","Red and Blue","Blue and Yellow","Green and Orange","Red and Grey","Grey and Orange","None","White and Red","Red and Green","Orange and White"
"","","Highly Possitive","Slightly Possitive","Moderately Negative","Moderately Negative","Highly Negative","Moderately Possitive","Idle","Idle","Slightly Negative"
"","","","","","00:00:05.9244956","","","","",""
"","","","00:00:01.2294116","","","","","","",""
"","","","","00:00:04.0929257","","","","","",""
"","","","00:00:01.3724465","","","","","","",""
"","","","","00:00:01.9657624","","","","","",""
"","","","","","","","00:00:02.3751681","","",""
"","","","","","","00:00:01.1393121","","","",""
"","","","","","00:00:01.0909398","","","","",""
"","","","","","","","","00:00:01.3582514","",""
"","","","","","","","","","00:00:01.4829637",""
"","","","","","","","","","","00:00:01.6544513"
"","","","","","","00:00:00.0450236","","","",""
"","","00:00:00.1607500","","","","","","","",""
"","","00:00:01.1117933","","","","","","","",""
"3","Which fruits are most commonly used to make wine?","Blackberry","Potatoes","Oranges","Lemons","Strawberries","Apples","Wheat","Grapes","Pear"
"","","Slightly Possitive","Moderately Negative","Moderately Possitive","Slightly Negative","Idle","Highly Negative","Moderately Negative","Highly Possitive","Idle"
"","","00:00:03.8669212","","","","","","","",""
"","","00:00:01.0713477","","","","","","","",""
"","","","00:00:00.8179857","","","","","","",""
"","","","","00:00:01.1984607","","","","","",""
"","","","","","","","00:00:00.1593020","","",""
"","","","","","","","00:00:00.8836428","","",""
"","","","","","","00:00:01.1489302","","","",""
"","","","","","00:00:01.3150054","","","","",""
"","","","","","","","","00:00:01.1207386","",""
"","","","","","","","","","00:00:01.2908016",""
"","","","","","","","","","","00:00:00.7863021"
"","","","","","","","","","00:00:01.2328435",""
"4","Which Italian city has a famous leaning tower?","Rome","Turin","Florence","Venice","Eiffel","Siena","Pisa","Paris","Milan"
"","","Idle","Moderately Negative","Idle","Moderately Possitive","Highly Negative","Slightly Possitive","Highly Possitive","Moderately Negative","Slightly Negative"
"","","","","","","","","","00:00:03.3468278",""
"","","","","","","00:00:00.1126662","","","",""
"","","","00:00:00.1346305","","","","","","",""
"","","","","","00:00:00.0469715","","","","",""
"","","","","","","","","00:00:00.0883693","",""
"","","","","","","","","00:00:01.5585419","",""
"5","A common currency for the members of the Common Market in Europe is known as:","Sterling","Leu","Krone","Forint","Franc","Euro","Pound","Krouna","Dollar"
"","","Slightly Possitive","Moderately Negative","Moderately Negative","Highly Negative","Idle","Highly Possitive","Slightly Negative","Moderately Possitive","Idle"
"","","","","","","","","00:00:09.4859392","",""
"","","","","","","00:00:00.0448295","","","",""
"","","","","","","","00:00:00.1858131","","",""
"","","","","","","","00:00:01.0153981","","",""
"6","Where is Palace of Versailles located at?","Argentina","Greece","Peru","Brazil","Mexico","Chile","France","Italy","Spain"
"","","Slightly Negative","Slightly Possitive","Idle","Highly Negative","Moderately Negative","Idle","Highly Possitive","Moderately Possitive","Moderately Negative"
"","","","","","","","00:00:04.4681877","","",""
"","","","","","","","","","00:00:00.0461783",""
"","","","","","","","","00:00:00.8030852","",""
"7","What is the common name for sodium chloride?","Chocolate","Baking powder","Ketchup","Vinegar","Salt","Mustard","Turmeric","Pepper","Syrup"
"","","Moderately Negative","Moderately Possitive","Slightly Possitive","Slightly Negative","Highly Negative","Moderately Negative","Highly Possitive","Idle","Idle"
"","","","","00:00:05.6979067","","","","","",""
"","","","","","","00:00:01.5458553","","","",""
"","","00:00:00.6079803","","","","","","","",""
"","","","00:00:00.2523175","","","","","","",""
"","","","","00:00:00.3431880","","","","","",""
"","","","","","","","00:00:00.3310685","","",""
"","","","00:00:01.0115116","","","","","","",""
"","","","","","00:00:00.5080436","","","","",""
"","","","","00:00:00.6950321","","","","","",""
"","","","","","00:00:00.8777918","","","","",""
"","","","","","","","","00:00:04.9004971","",""
"8","What is the main ingredient of omelette?","Cheese","Onion","Garlic","Egg","Bacon","Milk","Potato","Sausage","Butter"
"","","Highly Negative","Highly Possitive","Slightly Possitive","Idle","Moderately Negative","Slightly Negative","Moderately Negative","Moderately Possitive","Idle"
"","","","","","","","","00:00:05.1414864","",""
"","","","","","00:00:00.1161934","","","","",""
"","","00:00:00.5072401","","","","","","","",""
"","","","00:00:00.1591026","","","","","","",""
"","","","","","","","00:00:00.1589045","","",""
"","","","","","","","","00:00:00.3635673","",""
"","","","","","00:00:01.2279659","","","","",""
"","","","","","00:00:02.9209122","","","","",""
"9","Who is the King of the Gods in Greek Mythology?","Athena","Hera","Zeus","Dionysus","Ares","Poseidon","Demeter","Artemis","Apollo"
"","","Highly Possitive","Moderately Negative","Moderately Possitive","Moderately Negative","Highly Negative","Idle","Slightly Possitive","Slightly Negative","Idle"
"","","","","","00:00:04.4598173","","","","",""
"","","","00:00:00.7370627","","","","","","",""
"","","","","","00:00:00.1375925","","","","",""
"","","","","","","","","","00:00:00.1623731",""
"","","","","","","","","00:00:00.2232645","",""
"","","","","","","","","","00:00:00.1320200",""
"","","","","","","","","","","00:00:00.2882386"
"","","","","","","","00:00:00.1156276","","",""
"","","","","00:00:00.8287254","","","","","",""
"10","Sports car manufacturer Ferrari are based where?","Maranello, Italy","Malmo, Sweden","Luxembourg, Luxembourg","Boulogne-Billancourt, France","Madrid, Spain","Wolfsburg, Germany","Stuttgart, Germany","Montevideo, Uruguay","Toulouse, France"
"","","Highly Possitive","Moderately Possitive","Moderately Negative","Idle","Highly Negative","Idle","Slightly Possitive","Slightly Negative","Moderately Negative"
"","","","","00:00:05.4087835","","","","","",""
"","","","00:00:00.3370770","","","","","","",""
"","","00:00:01.9879034","","","","","","","",""
"","","","00:00:01.2294016","","","","","","",""
"","","","","00:00:00.9097834","","","","","",""
"","","","","","","","00:00:01.1220586","","",""
"","","","","","","00:00:01.0680350","","","",""
"","","","","","00:00:01.1259803","","","","",""
"","","","","","","","","00:00:01.2050587","",""
"","","","","","","","","","00:00:00.8740468",""
"","","","","","","","","00:00:01.8224543","",""
"","","","","","","","","","00:00:00.1129077",""
"","","","","","","","","","","00:00:01.3660483"
"","","","","","","","00:00:00.0224252","","",""
"","","","00:00:00.0454565","","","","","","",""
"","","00:00:00.0891397","","","","","","","",""
"","","00:00:01.2784254","","","","","","","",""
"11","Who directed the 1983 film ET the Extra-Terrestrial?","Stanley Kubrick","Robin Williams","Martin Scorsese","Steven Spielberg","Tom Hanks","Woody Allen","Drew Barrymore","James Cameron","Quentin Tarantino"
"","","Moderately Negative","Idle","Slightly Negative","Highly Possitive","Moderately Possitive","Idle","Highly Negative","Slightly Possitive","Moderately Negative"
"","","00:00:05.2124981","","","","","","","",""
"","","00:00:01.3622674","","","","","","","",""
"","","","00:00:00.7183491","","","","","","",""
"","","","","00:00:00.9037143","","","","","",""
"","","","","","","","00:00:00.9213220","","",""
"","","","","","","00:00:01.2884415","","","",""
"","","","","","00:00:01.0916441","","","","",""
"12","What country is also known as Persia?","India","China","Iran","Poland","France","Lebanon","Saudi Arabia","Egypt","Russia"
"","","Highly Negative","Idle","Moderately Negative","Slightly Negative","Idle","Moderately Possitive","Slightly Possitive","Highly Possitive","Moderately Negative"
"","","","","","00:00:07.6422384","","","","",""
"","","","","","","","","","00:00:01.4852448",""
"13","The disease bronchitis is associated with:","Liver","Sinuses","Forhead Veins","Trachea","Lungs","Kidney","Esophagus","Heart","Brain"
"","","Slightly Negative","Idle","Idle","Highly Negative","Highly Possitive","Moderately Possitive","Moderately Negative","Moderately Negative","Slightly Possitive"
"","","","","","","","","","00:00:04.5370391",""
"","","","","","","00:00:00.0905297","","","",""
"","","00:00:02.3287720","","","","","","","",""
"","","","","","00:00:01.0091691","","","","",""
"","","","","","","","","00:00:01.2579822","",""
"","","","","","","","","","00:00:00.0424335",""
"","","","","","","00:00:01.1635408","","","",""
"14","World War I commenced in:","1922","1953","1901","1940","1899","1880","1963","1914","1958"
"","","Highly Possitive","Slightly Negative","Moderately Negative","Moderately Possitive","Slightly Possitive","Idle","Highly Negative","Idle","Moderately Negative"
"","","","","","","00:00:05.9581569","","","",""
"","","00:00:00.9205348","","","","","","","",""
"","","","","","00:00:06.1605499","","","","",""
"","","","","","00:00:01.3344343","","","","",""
"","","","","","","","","","00:00:01.8912450",""
"","","","","","","","","","","00:00:01.9950576"
"","","","","","","","","","00:00:00.6068575",""
"","","","","","","","","00:00:01.1940442","",""
"","","","","","","00:00:00.2768442","","","",""
"","","","","","","00:00:01.1174229","","","",""
"","","","","","","","00:00:00.9627439","","",""
"","","","","00:00:00.9975599","","","","","",""
"","","","00:00:01.5429537","","","","","","",""
"","","00:00:07.1254187","","","","","","","",""
"","","00:00:01.0151647","","","","","","","",""
"15","The small republic of San Marino is completely surrounded by which larger country?","Japan","Israel","Iraq","Iran","Iceland","Ireland","Italy","Indonesia","India"
"","","Idle","Moderately Negative","Moderately Negative","Moderately Possitive","Slightly Negative","Idle","Highly Possitive","Slightly Possitive","Highly Negative"
"","","","","","00:00:06.2480923","","","","",""
"","","00:00:01.3400063","","","","","","","",""
"","","","00:00:01.6863323","","","","","","",""
"","","","","00:00:01.0431574","","","","","",""
"","","","","","","","00:00:00.6352053","","",""
"","","","","","","00:00:00.7808594","","","",""
"","","","","","00:00:01.4130203","","","","",""
"","","","","","","","","00:00:02.7568179","",""
"","","","","","","","","","00:00:00.8643227",""
"","","","","","","","","","","00:00:00.5362246"
"","","","","","","","","","00:00:00.0713633",""
"","","","","","","","","00:00:00.4369323","",""
"16","What is cherry blossom known as in Japanese?","Sakura","Sudoku","Sarah","Sophora","Samurai","Sumach","Sonora","Sirrah","Sayonara"
"","","Highly Possitive","Moderately Possitive","Slightly Negative","Moderately Negative","Moderately Negative","Idle","Slightly Possitive","Idle","Highly Negative"
"","","","00:00:07.5947996","","","","","","",""
"","","00:00:01.1962433","","","","","","","",""
"17","The Spanish flag consists of which two colours?","Green and blue","Red and Blue","Yellow and green","Blue and yellow","Red and yellow","Green and white","Black and red","Black and green","White and yellow"
"","","Slightly Possitive","Highly Negative","Moderately Possitive","Idle","Highly Possitive","Moderately Negative","Slightly Negative","Moderately Negative","Idle"
"","","00:00:05.9549133","","","","","","","",""
"","","","00:00:00.7204723","","","","","","",""
"","","","","00:00:01.1400483","","","","","",""
"","","","","","","","00:00:00.6693482","","",""
"","","","","","","00:00:01.6018652","","","",""
"","","","","","00:00:02.6547070","","","","",""
"","","","","","","","","00:00:01.0654158","",""
"","","","","","","","","","00:00:03.5112935",""
"","","","","","","","","","","00:00:02.5569303"
"","","","","","","00:00:07.1278258","","","",""
"","","","","00:00:07.7036850","","","","","",""
"","","","","","","","00:00:01.2769830","","",""
"","","","","","","00:00:01.3326597","","","",""
"18","For what occupation was Jesus trained?","Butcher","Teacher","Hind","Haymonger","Jagger","Chandler","Holster","Lumberjack","Carpenter"
"","","Highly Negative","Slightly Possitive","Slightly Negative","Moderately Negative","Moderately Negative","Idle","Idle","Moderately Possitive","Highly Possitive"
"","","","","","","00:00:06.0692447","","","",""
"","","","","","","","","","","00:00:00.1144780"
"","","","","","","","","","","00:00:00.5440303"
"19","What is the capital of the Taiwan?","Kuala Lumpur","Hanoi","Lhasa","Taipei","Manila","Dhaka","Kathmandu","Bangkok","Jakarta"
"","","Idle","Highly Negative","Moderately Negative","Highly Possitive","Moderately Negative","Moderately Possitive","Slightly Possitive","Idle","Slightly Negative"
"","","","","","","","","","","00:00:06.6282095"
"","","","00:00:00.1780318","","","","","","",""
"","","","00:00:00.7527760","","","","","","",""
"","","00:00:00.8097718","","","","","","","",""
"","","","00:00:00.0494257","","","","","","",""
"","","","","00:00:00.7546702","","","","","",""
"","","","","","","","00:00:01.0043877","","",""
"","","","","","","00:00:00.6190461","","","",""
"","","","","","00:00:02.2179288","","","","",""
"20","In which country will you find Machu Picchu?","Uraguay","Peru","Argentina","Mexico","Paraguay","Ecuador","Colombia","Brazil","Chile"
"","","Slightly Possitive","Highly Possitive","Highly Negative","Idle","Slightly Negative","Moderately Negative","Moderately Negative","Moderately Possitive","Idle"
"","","","","","00:00:04.7549331","","","","",""
"","","","00:00:01.0923132","","","","","","",""
"21","Which tree grows from an acorn?","Larch","Maple","Ash","Elm","Lime","Birch","Hawthorn","Pine","Oak"
"","","Moderately Negative","Idle","Highly Negative","Slightly Negative","Idle","Moderately Negative","Slightly Possitive","Moderately Possitive","Highly Possitive"
