"ID","Question","Option1","Option2","Option3","Option4","Option5","Option6","Option7","Option8","Option9"
"1","Who was the most famous escape artist of the 20th century?","Harry Lorayne","Harry Belafonte","Harry Chapin","Harry Houdini","Harry Anderson","Harry August Jansen","Harry Blackstone Sr.","Harry Potter","Harry Kellar"
"","","Moderately Negative","Slightly Negative","Highly Negative","Highly Possitive","Moderately Possitive","Slightly Possitive","Idle","Idle","Moderately Negative"
"","","","","","","00:00:00.6527248","","","",""
"","","","","","","","","","","00:00:00.0215729"
"","","","","","","","","","","00:00:00.9965217"
"","","","","","","00:00:00.0638126","","","",""
"","","","","","00:00:01.5601962","","","","",""
"","","","00:00:00.7258932","","","","","","",""
"","","","","00:00:01.4229295","","","","","",""
"","","","","","","00:00:01.4199539","","","",""
"","","","","","00:00:00.3791475","","","","",""
"2","What was the painter Picasso first name?","Padarn","Pedro","Paco","Paolo","Paavo","Peter","Pierre","Apollo","Pablo"
"","","Slightly Negative","Highly Negative","Moderately Negative","Moderately Possitive","Idle","Moderately Negative","Idle","Slightly Possitive","Highly Possitive"
"","","","","00:00:32.0486704","","","","","",""
"","","","","","","","","","","00:00:00.5161981"
"","","","","","","","","","00:00:00.2655579",""
"","","","","","","","","00:00:00.5032387","",""
"","","","","","","","","","00:00:00.1520449",""
"","","","","","","","","","","00:00:00.3058963"
"3","Which one of these is not a zodiac sign?","Scorpio","Gemini","Taurus","Leo","Aquarius","Pegasus","Pisces","Cancer","Libra"
"","","Moderately Negative","Slightly Negative","Slightly Possitive","Moderately Possitive","Highly Negative","Highly Possitive","Idle","Moderately Negative","Idle"
"","","","","","","","","00:00:12.0471695","",""
"","","","","","","00:00:00.1370899","","","",""
"","","","","00:00:01.6707428","","","","","",""
"","","","00:00:00.0655895","","","","","","",""
"","","00:00:01.1402737","","","","","","","",""
"","","","","","","","","00:00:01.6943790","",""
"","","","","","","","","","00:00:00.1046044",""
"","","","","","","","","","","00:00:00.5773442"
"","","","","","","00:00:00.4355685","","","",""
"","","","","","00:00:00.8957809","","","","",""
"","","","","","","00:00:00.0632329","","","",""
"","","","","","","00:00:00.0199212","","","",""
"","","","","","","","00:00:00.9557213","","",""
"","","","","","","00:00:00.0221386","","","",""
"","","","00:00:00.3326498","","","","","","",""
"","","","00:00:00.0215497","","","","","","",""
"","","00:00:01.1801818","","","","","","","",""
"","","","00:00:00.0456191","","","","","","",""
"","","","","00:00:02.9558219","","","","","",""
"","","","00:00:00.0933484","","","","","","",""
"","","00:00:01.3095635","","","","","","","",""
"","","","","","","00:00:00.8977937","","","",""
"","","","","","","","","00:00:01.7503280","",""
"","","","","","","","","","00:00:00.1712512",""
"","","","","","","","","","","00:00:01.0872684"
"","","","","","","","","","00:00:00.4903212",""
