"ID","Question","Option1","Option2","Option3","Option4","Option5","Option6","Option7","Option8","Option9"
"1","What is the highest point on the Earth continental crust?","Mount Damavand","Kangchenjunga","Makalu","K2","Mount Everest","Mount Fiji","Manaslu","Annapurna","Lhotse"
"","","Slightly Possitive","Highly Negative","Idle","Moderately Possitive","Highly Possitive","Slightly Negative","Moderately Negative","Idle","Moderately Negative"
"","","","","","","","00:00:00.0488437","","",""
"","","","","","","00:00:02.0485367","","","",""
"","","","00:00:02.2533418","","","","","","",""
"","","","","","","","00:00:03.1866120","","",""
"","","","","00:00:01.0932790","","","","","",""
"","","","","","","","00:00:00.0429530","","",""
"","","","","","","","","","","00:00:00.1126217"
"","","","","","","","","","","00:00:01.5768571"
"","","","","","","","","","00:00:04.1074651",""
"","","","","","","","","","00:00:02.4167765",""
"","","","","","","","","00:00:01.1530018","",""
"","","","","","00:00:03.7426734","","","","",""
"","","00:00:01.4401245","","","","","","","",""
"","","","","","","00:00:00.0946566","","","",""
"","","","","","","00:00:00.4442464","","","",""
"2","Which two colors make purple?","Blue and Yellow","Red and Blue","Red and Green","Green and Orange","Orange and White","Grey and Orange","Red and Grey","None","White and Red"
"","","Idle","Highly Possitive","Slightly Negative","Highly Negative","Idle","Moderately Negative","Moderately Possitive","Moderately Negative","Slightly Possitive"
"","","","","","","00:00:05.4790756","","","",""
"","","","00:00:01.6578343","","","","","","",""
"","","","","00:00:01.9917882","","","","","",""
"","","","","","","","00:00:01.2283445","","",""
"","","","","","","","","","","00:00:03.9075014"
"","","","","","","","","","00:00:01.7340451",""
"","","","","","","00:00:02.5477711","","","",""
"","","","","","00:00:01.1574039","","","","",""
"","","","","","","","","00:00:04.4115643","",""
"","","","","","00:00:00.0457588","","","","",""
"","","00:00:01.3680527","","","","","","","",""
"","","","00:00:00.4713313","","","","","","",""
"3","Which fruits are most commonly used to make wine?","Oranges","Grapes","Strawberries","Potatoes","Blackberry","Apples","Lemons","Pear","Wheat"
"","","Highly Negative","Highly Possitive","Slightly Negative","Moderately Negative","Idle","Idle","Moderately Possitive","Slightly Possitive","Moderately Negative"
"","","","","","","00:00:07.6045721","","","",""
"","","","","","","","00:00:00.0214995","","",""
"","","","","00:00:02.1029412","","","","","",""
"","","","","","","","00:00:02.6587745","","",""
"","","","","","","","","","","00:00:02.5153606"
"","","","","","","","","","00:00:03.5612300",""
"","","","","","","","","00:00:03.7725319","",""
"","","","00:00:00.1170987","","","","","","",""
"","","","00:00:01.5297513","","","","","","",""
"","","00:00:01.4540675","","","","","","","",""
"","","","","","00:00:01.5528081","","","","",""
"","","","","","","","","00:00:01.7123776","",""
"","","","","","","00:00:00.1145522","","","",""
"","","","00:00:01.0006072","","","","","","",""
"4","Which Italian city has a famous leaning tower?","Milan","Venice","Florence","Pisa","Rome","Siena","Turin","Paris","Eiffel"
"","","Idle","Moderately Possitive","Moderately Negative","Highly Possitive","Idle","Highly Negative","Moderately Negative","Slightly Possitive","Slightly Negative"
"","","","","","","00:00:02.0405959","","","",""
"","","","00:00:00.7293689","","","","","","",""
"","","","00:00:02.7455564","","","","","","",""
"","","","","00:00:01.9240623","","","","","",""
"","","","00:00:00.1343051","","","","","","",""
"","","00:00:01.0060842","","","","","","","",""
"","","","","","00:00:01.1552451","","","","",""
"","","","","","","00:00:01.0822974","","","",""
"","","","","","","","00:00:00.9684763","","",""
"","","","","","","","","","","00:00:01.3871040"
"","","","","","","","","","00:00:01.5285455",""
"","","","","","","","","00:00:00.9455294","",""
"","","","","","00:00:00.8340681","","","","",""
"5","A common currency for the members of the Common Market in Europe is known as:","Krouna","Forint","Krone","Pound","Euro","Franc","Dollar","Sterling","Leu"
"","","Moderately Negative","Slightly Possitive","Idle","Moderately Negative","Highly Possitive","Idle","Slightly Negative","Highly Negative","Moderately Possitive"
"","","","00:00:02.5192322","","","","","","",""
"","","","00:00:00.2300308","","","","","","",""
"","","","","","","00:00:02.4439603","","","",""
"6","Where is Palace of Versailles located at?","Greece","Peru","France","Brazil","Spain","Mexico","Italy","Chile","Argentina"
"","","Moderately Negative","Slightly Possitive","Highly Possitive","Idle","Slightly Negative","Idle","Highly Negative","Moderately Negative","Moderately Possitive"
"","","","","","","00:00:09.5184954","","","",""
"","","","","","","00:00:00.0526904","","","",""
"","","","","","","","","00:00:01.0122255","",""
"","","","","","","","","","00:00:00.1774213",""
"","","","","","","","","","","00:00:01.2101060"
"","","","","","","","00:00:00.9153899","","",""
"","","","","","","00:00:00.7902341","","","",""
"","","","00:00:00.7108848","","","","","","",""
"","","00:00:00.8518261","","","","","","","",""
"","","","00:00:00.1813358","","","","","","",""
"","","","","00:00:00.3695235","","","","","",""
"7","What is the common name for sodium chloride?","Chocolate","Baking powder","Vinegar","Ketchup","Turmeric","Syrup","Salt","Pepper","Mustard"
"","","Slightly Possitive","Highly Negative","Idle","Moderately Possitive","Moderately Negative","Slightly Negative","Idle","Moderately Negative","Highly Possitive"
"","","","","00:00:08.7145797","","","","","",""
"","","","","","","","","00:00:03.7551599","",""
"","","","","","00:00:00.0230872","","","","",""
"","","","00:00:00.9031785","","","","","","",""
"","","","","","","00:00:00.6983111","","","",""
"","","","","00:00:01.0349452","","","","","",""
"","","","","","","","00:00:00.8840509","","",""
"","","","","","","","","","","00:00:03.0729582"
"","","","","","","","","","00:00:01.4742711",""
"","","","","","00:00:01.3722009","","","","",""
"","","00:00:01.7561978","","","","","","","",""
"","","","","","00:00:00.0426721","","","","",""
"","","","","","","","","00:00:00.0896436","",""
"","","","","","","","","00:00:01.4522747","",""
"8","What is the main ingredient of omelette?","Potato","Sausage","Egg","Bacon","Onion","Milk","Garlic","Butter","Cheese"
"","","Moderately Negative","Highly Negative","Highly Possitive","Idle","Slightly Negative","Moderately Possitive","Slightly Possitive","Moderately Negative","Idle"
"","","","","","00:00:05.4866940","","","","",""
"","","","00:00:00.0461464","","","","","","",""
"","","00:00:00.1167958","","","","","","","",""
"","","","","","00:00:00.1185632","","","","",""
"","","","","","","00:00:00.0913605","","","",""
"","","","","","","","","","00:00:00.0944201",""
"","","","","","","","","00:00:00.2245280","",""
"","","","","","","","","","00:00:00.0694451",""
"","","","","","","","","","","00:00:00.0675432"
"","","","","00:00:01.3431786","","","","","",""
"9","Who is the King of the Gods in Greek Mythology?","Dionysus","Zeus","Demeter","Poseidon","Apollo","Ares","Hera","Athena","Artemis"
"","","Idle","Highly Possitive","Slightly Possitive","Slightly Negative","Moderately Possitive","Idle","Moderately Negative","Moderately Negative","Highly Negative"
"","","","","00:00:08.5539006","","","","","",""
"","","","","","","00:00:01.2931889","","","",""
"","","","","","","","","","00:00:01.8229543",""
"","","","","","00:00:00.8747628","","","","",""
"","","00:00:00.9524787","","","","","","","",""
"","","","00:00:00.7448652","","","","","","",""
"10","Sports car manufacturer Ferrari are based where?","Stuttgart, Germany","Boulogne-Billancourt, France","Wolfsburg, Germany","Toulouse, France","Maranello, Italy","Montevideo, Uruguay","Malmo, Sweden","Madrid, Spain","Luxembourg, Luxembourg"
"","","Highly Negative","Slightly Possitive","Moderately Negative","Moderately Negative","Highly Possitive","Moderately Possitive","Slightly Negative","Idle","Idle"
"","","","00:00:04.0980859","","","","","","",""
"","","","","","","00:00:02.3582169","","","",""
"","","","","00:00:00.8641821","","","","","",""
"","","","00:00:01.1332606","","","","","","",""
"","","00:00:00.8282335","","","","","","","",""
"","","","","","00:00:01.2024287","","","","",""
"","","","","","","","","00:00:00.9486921","",""
"","","","","","","","","","00:00:01.0854439",""
"","","","","","","","","","","00:00:00.8147256"
"","","","","","","","00:00:01.2092398","","",""
"","","","","","","00:00:00.8429073","","","",""
"11","Who directed the 1983 film ET the Extra-Terrestrial?","Stanley Kubrick","Woody Allen","James Cameron","Drew Barrymore","Steven Spielberg","Tom Hanks","Quentin Tarantino","Robin Williams","Martin Scorsese"
"","","Moderately Negative","Moderately Possitive","Idle","Idle","Moderately Negative","Slightly Possitive","Highly Possitive","Highly Negative","Slightly Negative"
"","","","","","","00:00:04.8663902","","","",""
"12","What country is also known as Persia?","Lebanon","Russia","Iran","India","Saudi Arabia","China","Egypt","France","Poland"
"","","Moderately Negative","Idle","Highly Possitive","Slightly Negative","Moderately Possitive","Idle","Highly Negative","Moderately Negative","Slightly Possitive"
"","","","","","","00:00:08.2649603","","","",""
"","","","","","","","","","00:00:00.2753701",""
"","","","","","","00:00:00.1539117","","","",""
"","","","","","","","","","00:00:00.7635858",""
"","","","","","","00:00:01.4527347","","","",""
"","","","","","00:00:00.8030221","","","","",""
"","","","","","","","","00:00:00.9047019","",""
"","","","","","00:00:00.0457528","","","","",""
"","","00:00:00.8304691","","","","","","","",""
"","","","00:00:01.4066354","","","","","","",""
"","","","","","","00:00:00.8746718","","","",""
"","","","00:00:01.0784073","","","","","","",""
"","","","","00:00:02.6806706","","","","","",""
"","","","","","","00:00:01.9841244","","","",""
"13","The disease bronchitis is associated with:","Forhead Veins","Liver","Lungs","Sinuses","Kidney","Brain","Esophagus","Trachea","Heart"
"","","Idle","Slightly Negative","Idle","Slightly Possitive","Highly Possitive","Moderately Possitive","Moderately Negative","Moderately Negative","Highly Negative"
"","","","","","","00:00:03.3175401","","","",""
"","","","","","","00:00:00.0686140","","","",""
"","","","","","","","","","00:00:03.6516404",""
"","","","","00:00:01.8863282","","","","","",""
"","","","00:00:00.8886033","","","","","","",""
"","","00:00:00.7771285","","","","","","","",""
"","","","","","00:00:01.3851852","","","","",""
"","","","","","","00:00:02.8900678","","","",""
"","","","","","","","00:00:02.3355305","","",""
"","","","","","","","","","","00:00:01.3225913"
"","","","","","","","","","00:00:05.7714695",""
"","","","","","","","","00:00:01.1041428","",""
"","","","","","00:00:02.0907571","","","","",""
"","","","","","","","","00:00:00.3900381","",""
"","","","","","","","","","00:00:00.0494450",""
"","","","","","","00:00:00.0224854","","","",""
"","","","","00:00:00.3839683","","","","","",""
"14","World War I commenced in:","1899","1922","1880","1963","1958","1901","1940","1914","1953"
"","","Idle","Highly Negative","Moderately Possitive","Idle","Moderately Negative","Slightly Possitive","Slightly Negative","Highly Possitive","Moderately Negative"
"","","","","","","00:00:08.5207327","","","",""
"","","","","","","","","00:00:01.0533946","",""
"","","","","","","00:00:00.7603091","","","",""
"","","","","","","","00:00:00.9321336","","",""
"","","","","","","","","","","00:00:01.0485367"
"","","","","","","","","","00:00:01.4682242",""
"15","The small republic of San Marino is completely surrounded by which larger country?","India","Ireland","Iraq","Indonesia","Italy","Iceland","Iran","Israel","Japan"
"","","Idle","Moderately Negative","Slightly Negative","Highly Negative","Highly Possitive","Moderately Negative","Slightly Possitive","Idle","Moderately Possitive"
"","","","","","","","","","00:00:10.2956185",""
"","","","","","","00:00:00.0463670","","","",""
"","","","00:00:01.7209085","","","","","","",""
"","","00:00:01.2506063","","","","","","","",""
"","","","00:00:00.0927048","","","","","","",""
"","","","","00:00:01.3297410","","","","","",""
"","","","","","","","00:00:01.7345775","","",""
"","","","","","","","","","","00:00:01.9405972"
"","","","","","","","","","00:00:01.1790456",""
"","","","","","","00:00:01.4613341","","","",""
"","","","","","00:00:01.3117104","","","","",""
"","","","","","","","","00:00:01.2360279","",""
"","","","","","","00:00:00.4995724","","","",""
"16","What is cherry blossom known as in Japanese?","Sudoku","Sirrah","Sonora","Samurai","Sarah","Sakura","Sumach","Sophora","Sayonara"
"","","Moderately Negative","Slightly Negative","Idle","Moderately Negative","Idle","Highly Possitive","Moderately Possitive","Highly Negative","Slightly Possitive"
"","","","","","","00:00:06.9347650","","","",""
"","","","","","","","00:00:00.9667104","","",""
"17","The Spanish flag consists of which two colours?","Red and Blue","White and yellow","Yellow and green","Green and blue","Green and white","Black and green","Black and red","Blue and yellow","Red and yellow"
"","","Moderately Negative","Slightly Negative","Highly Negative","Slightly Possitive","Moderately Negative","Moderately Possitive","Idle","Idle","Highly Possitive"
"","","","","","","","00:00:14.3214850","","",""
"","","","","","","00:00:00.9601394","","","",""
"","","","","00:00:00.9428823","","","","","",""
"","","","00:00:01.2383181","","","","","","",""
"","","00:00:01.0133630","","","","","","","",""
"","","","","","00:00:01.2583179","","","","",""
"","","","","","","","","00:00:01.3174855","",""
"","","","","","","","","","00:00:01.5927973",""
"","","","","","","","","","","00:00:01.1979274"
"","","","","","","","00:00:01.3236994","","",""
"","","","","","","00:00:00.7208962","","","",""
